Gender,Marital Status,Occupation,Location,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Balance,NumOfProducts,NumComplaints,Age,Exited
Male,Married,Driver,Zomba,14,SME,Email,664,9,9914985,0.0,1,0,38,0
Female,Married,Teacher,Dedza,12,Corporate,Phone,353,10,247020,87361.02,2,1,46,1
Female,Married,Nurse,Mwanza,5,Corporate,Email,570,2,3140271,111257.59,2,0,45,1
Female,Single,Banker,Chikwawa,9,Corporate,Email,359,14,5043114,131583.59,1,1,61,1
Male,Single,Teacher,Nkhotakota,2,Corporate,Email,577,8,8746498,95020.8,1,1,41,1
Female,Married,Teacher,Phalombe,13,Corporate,Email,303,10,5739297,0.0,3,4,24,0
Male,Married,Student,Chitipa,19,Retail,Phone,475,10,8385769,80242.37,3,0,34,0
Female,Married,Banker,Mulanje,13,Corporate,Phone,374,3,6017099,0.0,2,2,43,0
Male,Married,Nurse,Chikwawa,2,Corporate,Email,605,12,8318929,0.0,2,0,50,1
Female,Divorced,Teacher,Salima,11,Retail,Phone,396,19,6731631,122661.39,2,1,59,0
Male,Single,Student,Machinga,19,Corporate,Email,431,9,5112194,0.0,2,1,50,1
Female,Divorced,Banker,Nkhata Bay,4,SME,Phone,501,13,2743258,0.0,1,3,36,1
Male,Single,Student,Dedza,4,Retail,Phone,708,8,5121480,0.0,2,4,42,0
Female,Divorced,Civil Servant,Nsanje,5,Corporate,Phone,705,17,2460361,0.0,3,0,53,0
Female,Married,Driver,Kasungu,9,Corporate,Phone,827,1,2913823,81742.84,1,0,46,0
Male,Single,Banker,Chikwawa,3,Retail,Phone,828,9,4833909,0.0,2,3,71,1
Male,Divorced,Farmer,Dedza,13,SME,Email,443,14,1838330,145127.85,4,2,30,0
Male,Single,Engineer,Nkhotakota,8,SME,Email,501,14,6515992,148912.44,2,3,38,0
Female,Married,Civil Servant,Lilongwe,3,Retail,Email,735,10,6973280,0.0,1,2,41,0
Male,Single,Businessperson,Chitipa,13,Retail,Email,683,4,6903915,89900.24,1,5,26,0
Female,Divorced,Engineer,Zomba,4,Retail,Phone,432,19,5361498,119027.28,2,0,30,0
Female,Married,Farmer,Mwanza,10,Corporate,Phone,583,12,6785449,105222.86,1,0,40,0
Female,Single,Driver,Mulanje,4,Corporate,Phone,607,9,7543651,0.0,3,1,30,1
Male,Divorced,Businessperson,Balaka,18,Corporate,Phone,378,11,3835399,116114.93,4,5,34,0
Female,Married,Teacher,Blantyre,19,Retail,Email,387,2,9592188,187911.55,2,4,58,0
Female,Divorced,Engineer,Chiradzulu,19,Corporate,Email,372,1,4999646,0.0,1,5,27,0
Female,Single,Student,Chiradzulu,6,Corporate,Email,396,14,4762873,144432.04,4,3,38,1
Female,Single,Farmer,Karonga,4,SME,Phone,675,19,6040161,77065.9,1,1,50,0
Female,Married,Engineer,Phalombe,17,Retail,Phone,689,14,3772995,180520.29,4,5,29,0
Male,Divorced,Businessperson,Likoma,10,Retail,Phone,645,20,4884162,0.0,3,3,42,0
Female,Married,Civil Servant,Kasungu,2,SME,Phone,804,3,4834606,130024.87,1,4,47,1
Female,Married,Nurse,Ntcheu,15,Corporate,Email,450,17,3756005,110086.69,1,1,40,0
Female,Divorced,Farmer,Nkhata Bay,2,Corporate,Phone,370,14,8906805,174853.46,4,1,31,0
Male,Single,Nurse,Nkhotakota,14,SME,Phone,533,15,9264352,108724.98,2,3,44,0
Male,Married,Banker,Dedza,10,SME,Phone,488,20,1802428,91285.13,3,5,58,0
Male,Married,Engineer,Mulanje,5,SME,Phone,814,13,8214834,0.0,4,3,40,0
Female,Married,Civil Servant,Dedza,17,SME,Email,495,19,326538,110610.41,2,2,51,1
Male,Divorced,Engineer,Mwanza,18,SME,Email,427,19,5853594,102994.04,3,3,54,1
Male,Married,Driver,Dowa,16,SME,Email,547,18,9274937,59893.85,2,2,36,0
Male,Divorced,Teacher,Dowa,11,Corporate,Phone,434,1,7842062,149318.55,3,5,29,0
Female,Divorced,Businessperson,Mangochi,11,SME,Phone,570,7,9930448,116409.55,2,2,32,0
Male,Married,Businessperson,Thyolo,9,SME,Email,432,5,4125522,127760.07,4,3,30,1
Female,Married,Engineer,Nsanje,15,Retail,Phone,710,18,788454,132591.36,4,1,38,1
Male,Divorced,Businessperson,Phalombe,10,Retail,Phone,711,19,4866922,0.0,4,1,31,0
Female,Single,Banker,Mulanje,6,SME,Phone,781,18,3724721,113402.14,3,0,46,0
Female,Married,Civil Servant,Zomba,3,Corporate,Email,796,7,3031936,0.0,4,2,31,0
Male,Divorced,Driver,Phalombe,15,Retail,Email,576,20,5688937,0.0,4,2,40,0
Male,Single,Driver,Karonga,7,SME,Email,487,19,6282994,0.0,2,3,28,0
Male,Divorced,Driver,Lilongwe,9,Corporate,Email,537,14,1289511,136953.47,4,5,50,0
Male,Married,Farmer,Balaka,3,SME,Phone,545,3,8505627,0.0,3,2,33,0
Male,Single,Driver,Nkhata Bay,17,SME,Phone,646,20,5714002,0.0,1,1,32,0
Male,Divorced,Banker,Phalombe,6,SME,Email,516,19,3930904,123863.64,3,5,44,0
Male,Divorced,Teacher,Mulanje,17,Retail,Email,632,16,1259706,120811.89,1,1,22,0
Male,Divorced,Banker,Neno,7,Corporate,Email,615,20,7377993,148430.55,1,3,38,0
Male,Divorced,Engineer,Neno,7,SME,Phone,589,17,105755,47869.69,4,2,40,0
Male,Married,Engineer,Karonga,12,SME,Email,649,10,2045390,150926.99,3,4,53,0
Female,Married,Nurse,Mwanza,9,SME,Phone,391,8,9144503,103163.35,2,0,47,1
Male,Single,Nurse,Blantyre,4,SME,Email,774,7,7722470,130206.28,2,3,29,0
Female,Divorced,Engineer,Balaka,15,Retail,Phone,785,6,1640256,136674.51,3,2,28,0
Female,Married,Nurse,Phalombe,9,SME,Email,705,13,9880332,200322.45,1,1,40,0
Male,Divorced,Farmer,Neno,13,Retail,Phone,761,15,9963217,0.0,4,5,48,0
Male,Married,Civil Servant,Ntcheu,7,Retail,Email,539,11,1011455,80927.56,4,2,62,0
Female,Single,Nurse,Mchinji,9,Corporate,Phone,514,19,5812335,0.0,1,0,24,1
Female,Divorced,Farmer,Mchinji,14,SME,Email,389,17,8276686,0.0,3,4,41,0
Male,Single,Driver,Mulanje,8,Retail,Email,430,11,3917976,142574.71,2,0,28,0
Female,Married,Engineer,Dowa,3,Corporate,Email,815,20,5417431,160426.07,2,2,34,0
Male,Single,Civil Servant,Balaka,8,SME,Phone,824,8,8938609,116160.23,2,3,25,0
Female,Single,Banker,Salima,17,Retail,Phone,535,1,7718394,98683.47,3,3,34,0
Male,Married,Civil Servant,Blantyre,2,Retail,Phone,667,16,1468617,118829.03,1,0,32,0
Male,Married,Nurse,Chiradzulu,2,Retail,Email,700,10,5577930,118870.92,4,3,31,0
Male,Married,Businessperson,Zomba,12,Retail,Phone,527,10,9826740,0.0,4,2,32,0
Female,Single,Student,Chiradzulu,3,SME,Phone,393,8,7235972,0.0,2,1,46,0
Male,Married,Driver,Chiradzulu,15,Retail,Phone,811,9,5072186,107192.38,3,0,38,0
Male,Single,Civil Servant,Mwanza,6,SME,Phone,419,8,9536395,108010.78,1,3,42,0
Male,Divorced,Teacher,Mchinji,14,SME,Email,451,1,7261686,0.0,1,0,34,0
Male,Divorced,Civil Servant,Mwanza,1,Corporate,Email,654,20,9686545,129837.72,1,0,26,0
Female,Divorced,Student,Chitipa,9,Retail,Phone,798,20,4529431,106458.31,1,1,58,1
Male,Married,Businessperson,Blantyre,7,SME,Email,679,13,1710161,97009.15,3,2,63,0
Male,Divorced,Engineer,Neno,11,Corporate,Email,524,18,8344661,122929.42,2,4,35,0
Male,Single,Farmer,Lilongwe,16,Corporate,Email,548,20,8805209,152296.83,1,5,45,1
Female,Single,Nurse,Chikwawa,10,Retail,Email,323,5,5094154,0.0,4,0,30,0
Male,Single,Nurse,Zomba,17,Retail,Phone,336,17,3134358,0.0,4,5,49,1
Male,Married,Student,Mangochi,9,Retail,Email,406,17,1499869,128993.76,4,2,35,0
Female,Married,Businessperson,Rumphi,11,Corporate,Email,456,12,5341651,0.0,4,3,36,0
Male,Single,Banker,Zomba,13,SME,Phone,802,4,6363370,185267.45,3,2,27,0
Female,Married,Teacher,Nkhotakota,12,Retail,Phone,748,3,1388032,0.0,3,3,28,0
Female,Divorced,Civil Servant,Salima,14,Retail,Phone,478,15,1325367,116805.82,1,4,29,0
Male,Divorced,Banker,Zomba,11,SME,Email,424,3,4590841,129750.68,2,3,29,0
Female,Single,Teacher,Thyolo,3,Corporate,Phone,583,18,1307265,129177.01,2,5,29,0
Male,Divorced,Teacher,Nkhotakota,12,Retail,Phone,783,14,2445071,82506.72,3,1,25,0
Male,Single,Student,Mwanza,18,Retail,Email,790,11,6950456,107247.69,1,3,48,1
Female,Single,Banker,Mulanje,14,Retail,Email,473,18,4822215,0.0,2,3,42,1
Female,Single,Nurse,Mangochi,20,Retail,Phone,661,6,8480521,157780.93,4,3,36,0
Male,Divorced,Businessperson,Ntcheu,17,SME,Phone,745,14,7029447,172170.36,2,1,35,0
Male,Divorced,Driver,Chikwawa,7,Retail,Phone,372,8,3206619,0.0,3,4,48,0
Male,Married,Teacher,Blantyre,8,Retail,Phone,387,14,1615964,0.0,1,0,41,0
Female,Divorced,Civil Servant,Lilongwe,2,Retail,Phone,329,1,4032656,75361.44,3,0,42,1
Female,Married,Driver,Chiradzulu,16,Corporate,Phone,728,20,8966785,0.0,1,5,27,0
Male,Single,Engineer,Mangochi,19,Corporate,Email,449,11,4023578,0.0,2,4,30,0
Female,Single,Nurse,Mwanza,3,Corporate,Email,510,8,4731987,98263.46,1,0,29,0
Male,Divorced,Engineer,Likoma,8,Corporate,Email,806,15,6829754,0.0,4,4,43,0
Female,Divorced,Banker,Dowa,17,Retail,Email,488,2,8056533,109308.79,3,1,40,1
Female,Single,Engineer,Mchinji,3,Corporate,Phone,514,17,2077986,0.0,1,5,31,0
Female,Married,Teacher,Karonga,1,SME,Phone,794,13,8964089,164365.44,4,0,28,0
Female,Single,Nurse,Chitipa,13,Retail,Phone,544,6,2355550,98800.0,4,4,22,0
Male,Married,Businessperson,Kasungu,17,Retail,Phone,407,10,5816783,193125.85,3,5,27,0
Male,Married,Nurse,Rumphi,15,Retail,Phone,415,17,7153180,51522.75,2,4,27,0
Male,Single,Teacher,Mzimba,11,Retail,Phone,583,6,4516911,84284.48,4,5,23,0
Female,Divorced,Banker,Lilongwe,3,SME,Email,711,19,6790046,0.0,3,0,39,0
Male,Married,Civil Servant,Ntcheu,12,Corporate,Phone,578,8,9873910,119889.84,2,0,51,1
Male,Married,Teacher,Neno,20,SME,Phone,429,15,5649001,137910.45,4,2,21,0
Female,Divorced,Engineer,Mchinji,19,Retail,Email,755,18,4998371,0.0,3,1,37,0
Male,Single,Student,Salima,14,Retail,Phone,503,3,4567148,100116.82,4,1,33,0
Male,Single,Engineer,Phalombe,11,Corporate,Phone,574,4,4161212,166082.15,2,5,40,0
Female,Single,Student,Lilongwe,10,Corporate,Phone,673,9,1378699,0.0,4,1,38,0
Male,Divorced,Businessperson,Nkhata Bay,6,SME,Phone,670,18,5305159,0.0,4,2,26,0
Male,Single,Teacher,Mzimba,14,Retail,Email,443,9,655215,148595.55,1,0,44,1
Male,Single,Student,Likoma,13,Corporate,Phone,779,12,7001058,94078.97,2,1,53,0
Female,Divorced,Driver,Kasungu,18,SME,Phone,824,19,5034903,0.0,2,4,34,0
Male,Single,Student,Nkhata Bay,18,SME,Email,519,3,3953430,0.0,3,1,29,0
Male,Divorced,Teacher,Ntchisi,20,SME,Phone,538,9,4119521,164948.98,2,4,40,1
Female,Single,Engineer,Lilongwe,18,Retail,Phone,754,2,4683964,140549.4,1,5,62,1
Female,Divorced,Driver,Nkhotakota,5,SME,Email,569,14,2357213,152509.25,3,1,44,0
Female,Single,Nurse,Kasungu,4,SME,Email,653,14,552844,191864.51,4,0,28,1
Female,Single,Student,Thyolo,18,Corporate,Email,754,19,4483865,96418.09,1,5,44,1
Male,Single,Engineer,Salima,7,SME,Email,354,15,2634647,131945.94,4,0,32,0
Male,Married,Nurse,Balaka,5,Corporate,Email,347,11,1096538,0.0,2,2,29,0
Male,Divorced,Driver,Nsanje,1,SME,Phone,341,10,9916060,142910.15,2,2,30,1
Female,Single,Engineer,Zomba,14,Corporate,Email,751,8,417938,0.0,2,2,37,0
Male,Single,Civil Servant,Lilongwe,8,SME,Phone,524,20,3365305,146311.58,1,2,35,0
Male,Married,Nurse,Nkhotakota,3,Retail,Phone,438,17,4885587,87894.26,1,0,52,1
Female,Divorced,Engineer,Zomba,5,Retail,Email,466,15,6948947,97445.49,3,0,19,0
Female,Married,Farmer,Karonga,7,Corporate,Phone,680,1,3060758,0.0,1,5,64,1
Male,Married,Nurse,Rumphi,13,Retail,Email,561,7,2564496,0.0,4,1,35,0
Male,Married,Nurse,Mzimba,13,Retail,Email,752,16,2053306,154485.74,2,2,34,0
Male,Single,Businessperson,Thyolo,6,Corporate,Phone,646,16,8726407,115625.07,4,0,50,0
Male,Single,Driver,Chitipa,19,Retail,Phone,431,18,1233125,108396.67,3,5,25,0
Male,Single,Civil Servant,Likoma,4,Corporate,Phone,775,16,6366481,65095.41,2,1,38,0
Male,Divorced,Teacher,Mchinji,9,Retail,Email,694,18,6451768,103018.45,3,1,43,1
Female,Divorced,Teacher,Dowa,8,Corporate,Email,701,19,9883037,84764.79,2,4,38,0
Female,Single,Civil Servant,Nkhata Bay,9,Corporate,Phone,664,2,596083,0.0,3,4,38,0
Female,Married,Nurse,Mchinji,1,SME,Email,546,7,7574004,115680.81,2,0,35,0
Female,Single,Businessperson,Chiradzulu,7,Corporate,Phone,716,10,8913107,0.0,4,4,39,0
Male,Divorced,Businessperson,Chikwawa,20,SME,Phone,689,7,8096841,73088.06,4,5,36,0
Female,Single,Businessperson,Likoma,13,Corporate,Email,545,15,8774684,150905.03,1,1,27,0
Female,Divorced,Farmer,Dowa,20,SME,Phone,460,8,5760295,143054.85,2,4,23,0
Female,Single,Civil Servant,Mulanje,15,SME,Phone,385,16,5208328,0.0,3,3,28,0
Male,Married,Farmer,Likoma,11,Retail,Email,398,4,4651929,0.0,4,5,60,0
Female,Married,Engineer,Chitipa,10,SME,Phone,705,15,838043,99948.45,4,1,42,0
Male,Divorced,Nurse,Ntcheu,3,Corporate,Phone,510,10,3205414,115451.05,1,1,44,0
Male,Single,Civil Servant,Nkhotakota,2,Corporate,Email,656,9,862903,108235.91,2,4,32,0
Male,Divorced,Farmer,Dedza,10,Retail,Phone,544,8,8807526,0.0,4,0,38,1
Male,Married,Engineer,Mwanza,10,Corporate,Email,363,3,2993797,98795.61,4,3,42,0
Female,Divorced,Student,Neno,12,SME,Email,312,5,4400552,0.0,4,1,37,0
Male,Single,Civil Servant,Mulanje,5,SME,Email,420,12,7104798,0.0,3,4,31,0
Male,Single,Teacher,Mwanza,20,Retail,Email,333,2,9254659,0.0,3,5,34,0
Male,Divorced,Engineer,Chiradzulu,8,Retail,Phone,416,1,3958697,113146.98,3,3,29,0
Female,Single,Driver,Neno,11,SME,Email,631,3,2642179,162532.14,2,1,39,1
Female,Divorced,Driver,Ntcheu,14,SME,Phone,605,13,6417976,92053.44,4,0,40,0
Male,Single,Farmer,Kasungu,6,Retail,Phone,345,8,3190630,0.0,2,4,48,0
Female,Divorced,Teacher,Balaka,1,Retail,Phone,472,4,8222495,0.0,2,0,28,1
Female,Single,Nurse,Zomba,15,SME,Phone,547,1,5058304,104944.1,3,4,29,0
Male,Single,Nurse,Mwanza,18,SME,Phone,667,5,6803335,0.0,4,1,31,0
Female,Single,Student,Ntcheu,9,SME,Email,467,13,3764557,0.0,4,0,31,0
Female,Single,Engineer,Nsanje,18,Corporate,Email,598,11,2851160,107879.04,2,3,30,0
Male,Divorced,Engineer,Nkhotakota,19,SME,Phone,534,17,4836403,110356.42,1,0,46,1
Male,Divorced,Businessperson,Blantyre,1,SME,Email,821,7,7503990,0.0,2,4,27,0
Female,Divorced,Driver,Chiradzulu,11,Corporate,Phone,789,19,5054886,109783.69,2,0,34,0
Male,Single,Businessperson,Blantyre,8,SME,Email,753,14,5374999,149777.0,4,0,22,0
Female,Divorced,Civil Servant,Mulanje,4,SME,Phone,338,17,2073747,104339.56,4,3,38,0
Female,Married,Teacher,Nkhata Bay,14,SME,Phone,841,5,56139,85818.18,1,0,21,0
Male,Divorced,Nurse,Chikwawa,8,Corporate,Email,661,3,9858329,212692.97,3,1,37,0
Male,Single,Banker,Chiradzulu,20,SME,Phone,478,18,4470687,89696.84,2,4,37,0
Female,Single,Engineer,Balaka,9,Corporate,Email,816,12,1279868,0.0,3,3,28,0
Female,Married,Businessperson,Dowa,3,Corporate,Email,434,5,1866367,68067.24,1,5,32,0
Male,Single,Driver,Karonga,11,Corporate,Phone,741,7,3800264,148564.66,3,1,67,0
Female,Single,Driver,Ntchisi,5,Retail,Email,434,16,5059159,136354.16,2,0,55,0
Male,Married,Engineer,Kasungu,6,Corporate,Phone,586,11,2538599,122214.0,3,3,38,0
Male,Single,Teacher,Ntcheu,1,Corporate,Phone,571,9,835104,0.0,4,4,45,0
Male,Divorced,Driver,Kasungu,17,SME,Email,483,4,9396005,119684.88,3,4,70,0
Female,Single,Nurse,Mchinji,10,Corporate,Phone,800,4,5261024,135139.33,4,5,39,0
Female,Divorced,Civil Servant,Kasungu,8,Corporate,Email,401,7,2310728,146100.75,2,3,42,1
Female,Single,Student,Blantyre,20,Corporate,Phone,678,1,9931983,123110.9,1,0,56,1
Female,Single,Nurse,Ntchisi,12,SME,Phone,407,18,8100054,111760.4,4,3,44,1
Female,Married,Engineer,Kasungu,13,SME,Email,684,5,2893937,110728.39,4,2,32,0
Female,Divorced,Teacher,Karonga,2,Corporate,Phone,650,3,476142,121558.46,4,1,41,0
Female,Single,Nurse,Nkhata Bay,8,Corporate,Phone,709,3,2663205,120623.21,4,4,38,0
Female,Married,Driver,Mzimba,5,Corporate,Email,784,4,8063545,114713.57,1,2,58,0
Female,Single,Businessperson,Chitipa,3,SME,Phone,756,4,3619091,103457.76,2,3,37,0
Male,Single,Engineer,Salima,6,Retail,Email,705,5,9026872,101134.87,3,5,57,0
Male,Single,Teacher,Mulanje,7,Retail,Email,482,11,1593949,78136.36,4,4,46,0
Male,Married,Banker,Rumphi,7,Retail,Phone,747,15,765515,0.0,1,2,23,0
Male,Single,Student,Nsanje,5,Corporate,Phone,578,9,8173904,133446.34,2,4,30,0
Female,Single,Student,Lilongwe,10,SME,Phone,803,19,99380,0.0,1,3,33,0
Female,Single,Businessperson,Ntchisi,9,Retail,Phone,332,13,2314305,108076.33,2,5,48,1
Male,Married,Student,Blantyre,4,SME,Email,356,20,1126114,131354.25,2,3,32,0
Female,Divorced,Farmer,Ntchisi,20,SME,Email,663,14,7393015,62974.64,4,0,37,0
Female,Married,Nurse,Likoma,20,Retail,Email,310,4,654750,143340.44,3,4,30,0
Male,Married,Nurse,Ntcheu,11,SME,Phone,785,17,7378645,116993.43,3,5,36,0
Male,Married,Teacher,Nkhata Bay,7,Corporate,Phone,771,14,3468777,58662.92,4,1,31,0
Male,Married,Engineer,Chitipa,15,SME,Phone,622,9,641963,128808.65,2,0,41,1
Male,Divorced,Teacher,Likoma,4,SME,Phone,822,5,7276952,137555.44,3,5,45,0
Male,Single,Teacher,Ntchisi,12,Retail,Email,492,14,9561300,142393.11,2,1,34,0
Female,Married,Businessperson,Karonga,10,SME,Email,698,13,5809643,0.0,3,0,38,0
Female,Divorced,Nurse,Zomba,3,SME,Phone,498,3,4591644,125785.23,2,1,41,0
Male,Single,Student,Ntchisi,8,SME,Email,559,10,1976907,136444.25,2,0,22,1
Male,Single,Nurse,Salima,13,Retail,Email,440,15,4196390,121527.4,4,0,38,0
Male,Single,Student,Chitipa,5,Retail,Email,549,6,7766997,144696.75,4,4,52,0
Male,Single,Teacher,Chikwawa,3,Corporate,Phone,329,4,7907194,0.0,1,4,36,0
Female,Single,Engineer,Ntcheu,18,SME,Phone,550,11,3854100,0.0,1,3,35,0
Male,Married,Driver,Lilongwe,14,SME,Phone,690,2,4627347,128140.17,2,0,48,1
Male,Single,Driver,Mangochi,2,SME,Email,304,12,7885521,120383.41,3,4,25,0
Female,Divorced,Businessperson,Machinga,14,SME,Phone,665,4,97229,0.0,2,2,57,1
Male,Married,Businessperson,Mulanje,3,SME,Phone,338,1,7709867,129735.3,4,2,42,0
Female,Single,Banker,Thyolo,7,Retail,Phone,684,2,2698926,185078.26,3,3,31,1
Female,Single,Businessperson,Phalombe,13,Retail,Phone,523,7,1466647,0.0,4,5,28,0
Male,Married,Student,Karonga,1,Corporate,Phone,460,2,4042202,0.0,4,3,42,0
Male,Single,Civil Servant,Mchinji,1,Retail,Phone,735,3,3657225,0.0,4,0,31,0
Male,Single,Teacher,Phalombe,12,Retail,Email,787,6,3156303,144591.96,1,0,29,0
Female,Married,Farmer,Zomba,5,SME,Phone,687,14,8043293,0.0,2,3,45,1
Male,Single,Engineer,Rumphi,19,Retail,Email,782,12,5050204,0.0,2,1,36,0
Male,Single,Student,Chikwawa,6,Retail,Email,323,7,3699241,0.0,4,4,37,0
Male,Single,Banker,Nkhata Bay,4,Retail,Phone,367,19,2558553,100194.44,4,0,68,0
Male,Single,Driver,Nkhata Bay,8,Corporate,Phone,709,5,716601,145295.31,2,3,50,0
Male,Divorced,Farmer,Chikwawa,18,Retail,Email,787,13,7586133,106070.29,4,3,28,0
Female,Married,Engineer,Chitipa,16,Retail,Email,663,19,2963594,120621.89,1,3,47,0
Male,Married,Driver,Mchinji,12,Retail,Phone,785,6,4478806,0.0,4,2,38,0
Male,Single,Driver,Chitipa,17,Corporate,Phone,782,17,1275138,0.0,2,5,36,0
Male,Married,Businessperson,Nsanje,10,Corporate,Phone,778,17,4308763,0.0,1,3,30,0
Female,Single,Civil Servant,Dowa,14,SME,Phone,436,8,4369778,171283.91,2,5,27,0
Male,Married,Student,Ntchisi,11,Retail,Email,783,11,2074456,0.0,3,3,26,0
Female,Married,Civil Servant,Chitipa,3,Corporate,Email,767,1,1673735,128218.47,4,2,38,1
Female,Single,Teacher,Machinga,4,Retail,Phone,762,7,6853666,0.0,1,4,32,0
Male,Married,Banker,Lilongwe,10,Retail,Email,656,5,9088216,77776.39,3,4,28,0
Female,Married,Farmer,Lilongwe,2,Retail,Phone,497,1,5243282,124978.19,3,1,72,0
Male,Single,Nurse,Dowa,2,Corporate,Email,558,13,2925538,0.0,1,4,29,0
Female,Single,Student,Phalombe,3,SME,Phone,739,18,3757111,0.0,3,3,28,0
Male,Divorced,Engineer,Chikwawa,16,Retail,Email,575,4,441597,109799.55,3,0,51,1
Male,Single,Banker,Phalombe,1,Corporate,Phone,797,7,5988967,0.0,1,3,39,0
Female,Married,Farmer,Lilongwe,3,Corporate,Phone,670,19,8815534,125397.21,4,0,61,1
Female,Divorced,Engineer,Blantyre,20,SME,Email,579,16,7970332,0.0,1,1,71,0
Male,Single,Farmer,Mulanje,9,Corporate,Phone,577,18,7911459,111347.37,4,5,38,0
Male,Divorced,Farmer,Mchinji,19,SME,Phone,332,3,444260,104291.41,4,4,40,0
Female,Divorced,Businessperson,Nsanje,11,SME,Phone,465,7,3032202,94867.18,1,0,61,1
Male,Divorced,Student,Likoma,14,SME,Email,528,11,8697682,0.0,2,3,24,0
Female,Divorced,Driver,Mulanje,12,SME,Email,826,20,7456422,135703.59,4,2,33,0
Female,Divorced,Teacher,Karonga,10,SME,Email,603,3,1447221,106453.53,1,0,37,0
Male,Divorced,Engineer,Blantyre,16,SME,Email,316,17,4009146,132412.38,2,5,43,1
Female,Single,Engineer,Mangochi,3,Corporate,Phone,734,10,5996208,124401.6,4,4,40,1
Male,Married,Teacher,Ntchisi,9,SME,Email,386,4,2305430,118022.06,1,1,46,1
Male,Married,Engineer,Karonga,7,Corporate,Email,523,15,2898016,82531.11,3,5,39,0
Male,Divorced,Banker,Thyolo,17,Retail,Phone,318,5,6049889,184552.12,2,5,44,1
Male,Divorced,Teacher,Karonga,19,Retail,Phone,596,3,1511008,127278.31,3,5,39,0
Female,Single,Businessperson,Phalombe,9,Retail,Phone,453,5,2918533,0.0,1,3,66,0
Female,Married,Civil Servant,Machinga,15,SME,Email,646,5,6961184,0.0,1,4,45,0
Male,Divorced,Student,Salima,16,SME,Email,415,2,2654816,184244.86,4,1,23,0
Male,Single,Nurse,Ntcheu,12,Retail,Phone,804,4,6538884,59669.43,3,1,52,1
Female,Single,Nurse,Neno,9,Corporate,Phone,485,9,520290,79543.59,1,5,25,0
Female,Single,Nurse,Karonga,17,Corporate,Phone,431,9,1991069,151553.19,3,4,39,0
Male,Divorced,Student,Mchinji,18,Retail,Phone,484,4,458968,166527.88,3,0,27,0
Male,Divorced,Farmer,Nsanje,19,SME,Email,326,9,1134017,150329.15,1,3,28,0
Male,Divorced,Civil Servant,Neno,2,Retail,Phone,721,18,2338986,121911.59,3,0,43,0
Male,Single,Engineer,Salima,16,Retail,Phone,371,2,7085922,156773.78,3,4,51,0
Male,Married,Engineer,Karonga,3,SME,Phone,671,3,6156395,127864.26,2,4,29,0
Male,Married,Civil Servant,Dowa,10,SME,Phone,596,3,9480830,113709.28,2,0,53,1
Female,Married,Student,Mwanza,10,SME,Phone,543,12,9517630,79974.55,1,5,43,0
Female,Divorced,Banker,Thyolo,18,Retail,Email,406,6,2477170,0.0,3,4,44,0
Female,Married,Student,Kasungu,1,SME,Phone,430,13,3358250,0.0,1,2,51,1
Male,Single,Civil Servant,Mzimba,10,Corporate,Email,509,12,2902436,0.0,1,1,38,1
Male,Single,Civil Servant,Phalombe,13,Retail,Email,473,19,9459950,144427.96,1,1,33,0
Male,Single,Engineer,Dowa,5,SME,Email,536,10,8295265,99263.09,1,0,42,0
Female,Married,Student,Salima,2,SME,Phone,358,2,962132,79368.87,3,4,32,0
Female,Divorced,Student,Blantyre,18,Retail,Phone,664,10,7262287,0.0,3,0,30,0
Female,Married,Banker,Salima,17,SME,Email,751,18,3059576,0.0,2,2,34,0
Male,Single,Nurse,Phalombe,8,SME,Email,793,1,5929054,0.0,2,5,28,0
Female,Divorced,Farmer,Zomba,5,Retail,Email,654,6,9833757,125095.94,4,5,52,1
Female,Single,Farmer,Nsanje,20,Retail,Email,715,7,6160651,162485.8,2,3,40,0
Male,Single,Teacher,Mulanje,1,Corporate,Phone,593,16,4613808,95668.82,1,2,37,0
Male,Divorced,Student,Neno,9,Retail,Email,323,7,9637487,0.0,1,3,25,0
Female,Single,Driver,Mzimba,2,SME,Email,453,12,5172904,0.0,4,5,30,0
Male,Married,Engineer,Thyolo,16,Retail,Email,585,11,5002338,0.0,3,0,37,0
Female,Divorced,Businessperson,Lilongwe,6,Retail,Phone,408,9,1331203,74197.38,3,3,34,0
Female,Divorced,Nurse,Rumphi,20,Corporate,Email,413,20,480773,89688.94,3,4,31,0
Female,Divorced,Teacher,Phalombe,16,Retail,Phone,411,12,7666810,103121.33,4,5,33,0
Female,Divorced,Driver,Nkhata Bay,19,Corporate,Phone,366,12,3936449,0.0,1,5,34,0
Female,Divorced,Student,Kasungu,20,Retail,Phone,634,6,7497114,120170.07,3,0,59,0
Male,Married,Banker,Likoma,1,Retail,Email,376,3,3452076,149136.31,1,5,32,0
Male,Divorced,Banker,Kasungu,15,Corporate,Email,405,8,6759721,141136.79,1,1,40,0
Female,Single,Engineer,Mangochi,20,Corporate,Email,590,8,7795369,152341.55,3,0,43,0
Male,Divorced,Nurse,Rumphi,16,SME,Email,538,2,9019177,120026.98,1,3,36,0
Male,Married,Businessperson,Dedza,17,Corporate,Phone,482,8,8835579,132168.28,4,5,33,0
Male,Single,Engineer,Lilongwe,5,Corporate,Phone,477,12,8989917,85200.82,1,0,43,0
